6.00 	1.0000 
6.10 	1.0000 
6.20 	1.0000 
6.30 	1.0000 
6.40 	1.0000 
6.50 	1.0000 
6.60 	1.0000 
6.70 	1.0000 
6.80 	1.0000 
6.90 	1.0000 
7.00 	1.0000 
7.10 	0.9999 
7.20 	0.9995 
7.30 	0.9979 
7.40 	0.9955 
7.50 	0.9858 
7.60 	0.9717 
7.70 	0.9472 
7.80 	0.9141 
7.90 	0.8639 
8.00 	0.8071 
8.10 	0.7405 
8.20 	0.6672 
8.30 	0.5919 
8.40 	0.5080 
8.50 	0.4414 
8.60 	0.3767 
8.70 	0.3140 
8.80 	0.2609 
8.90 	0.2165 
9.00 	0.1725 
9.10 	0.1432 
9.20 	0.1130 
9.30 	0.0900 
9.40 	0.0732 
9.50 	0.0554 
9.60 	0.0452 
9.70 	0.0332 
9.80 	0.0265 
9.90 	0.0198 
10.00 	0.0155 
10.10 	0.0123 
10.20 	0.0089 
10.30 	0.0063 
10.40 	0.0050 
10.50 	0.0036 
10.60 	0.0021 
10.70 	0.0017 
10.80 	0.0011 
10.90 	0.0007 
11.00 	0.0005 
11.10 	0.0003 
