1.00 	1.0000 
1.10 	1.0000 
1.20 	1.0000 
1.30 	1.0000 
1.40 	1.0000 
1.50 	1.0000 
1.60 	1.0000 
1.70 	1.0000 
1.80 	1.0000 
1.90 	0.9999 
2.00 	0.9997 
2.10 	0.9981 
2.20 	0.9937 
2.30 	0.9835 
2.40 	0.9619 
2.50 	0.9257 
2.60 	0.8715 
2.70 	0.8041 
2.80 	0.7191 
2.90 	0.6286 
3.00 	0.5354 
3.10 	0.4419 
3.20 	0.3609 
3.30 	0.2907 
3.40 	0.2314 
3.50 	0.1807 
3.60 	0.1378 
3.70 	0.1061 
3.80 	0.0797 
3.90 	0.0588 
4.00 	0.0428 
4.10 	0.0323 
4.20 	0.0227 
4.30 	0.0169 
4.40 	0.0120 
4.50 	0.0084 
4.60 	0.0060 
4.70 	0.0038 
4.80 	0.0027 
4.90 	0.0020 
5.00 	0.0014 
5.10 	0.0005 
5.20 	0.0005 
5.30 	0.0003 
5.40 	0.0002 
5.50 	0.0001 
