10.00 	1.0000 
10.10 	0.9999 
10.20 	0.9999 
10.30 	0.9998 
10.40 	0.9997 
10.50 	0.9996 
10.60 	0.9994 
10.70 	0.9991 
10.80 	0.9989 
10.90 	0.9986 
11.00 	0.9981 
11.10 	0.9971 
11.20 	0.9962 
11.30 	0.9941 
11.40 	0.9919 
11.50 	0.9886 
11.60 	0.9848 
11.70 	0.9789 
11.80 	0.9716 
11.90 	0.9620 
12.00 	0.9551 
12.10 	0.9422 
12.20 	0.9268 
12.30 	0.9095 
12.40 	0.8868 
12.50 	0.8619 
12.60 	0.8307 
12.70 	0.8012 
12.80 	0.7693 
12.90 	0.7285 
13.00 	0.6879 
13.10 	0.6457 
13.20 	0.6022 
13.30 	0.5582 
13.40 	0.5117 
13.50 	0.4694 
13.60 	0.4280 
13.70 	0.3840 
13.80 	0.3415 
13.90 	0.3071 
14.00 	0.2716 
14.10 	0.2383 
14.20 	0.2075 
14.30 	0.1823 
14.40 	0.1578 
14.50 	0.1363 
14.60 	0.1164 
14.70 	0.1016 
14.80 	0.0866 
14.90 	0.0736 
15.00 	0.0623 
15.10 	0.0523 
15.20 	0.0443 
15.30 	0.0367 
15.40 	0.0317 
15.50 	0.0266 
15.60 	0.0218 
15.70 	0.0187 
15.80 	0.0151 
15.90 	0.0127 
16.00 	0.0101 
16.10 	0.0076 
16.20 	0.0058 
16.30 	0.0049 
16.40 	0.0040 
16.50 	0.0033 
16.60 	0.0027 
16.70 	0.0022 
16.80 	0.0017 
16.90 	0.0014 
17.00 	0.0011 
17.10 	0.0009 
17.20 	0.0007 
17.30 	0.0006 
17.40 	0.0005 
17.50 	0.0004 
17.60 	0.0003 
17.70 	0.0003 
17.80 	0.0002 
17.90 	0.0002 
18.00 	0.0002 
