-2.00 	1.0000 
-1.90 	0.9999 
-1.80 	0.9997 
-1.70 	0.9996 
-1.60 	0.9994 
-1.50 	0.9993 
-1.40 	0.9993 
-1.30 	0.9993 
-1.20 	0.9995 
-1.10 	0.9995 
-1.00 	0.9997 
-0.90 	0.9995 
-0.80 	0.9993 
-0.70 	0.9986 
-0.60 	0.9975 
-0.50 	0.9964 
-0.40 	0.9942 
-0.30 	0.9904 
-0.20 	0.9848 
-0.10 	0.9760 
0.00 	0.9648 
0.10 	0.9509 
0.20 	0.9315 
0.30 	0.9086 
0.40 	0.8828 
0.50 	0.8502 
0.60 	0.8118 
0.70 	0.7727 
0.80 	0.7273 
0.90 	0.6768 
1.00 	0.6256 
1.10 	0.5717 
1.20 	0.5173 
1.30 	0.4611 
1.40 	0.4096 
1.50 	0.3598 
1.60 	0.3111 
1.70 	0.2661 
1.80 	0.2256 
1.90 	0.1886 
2.00 	0.1573 
2.10 	0.1282 
2.20 	0.1043 
2.30 	0.0848 
2.40 	0.0693 
2.50 	0.0555 
2.60 	0.0432 
2.70 	0.0347 
2.80 	0.0273 
2.90 	0.0213 
3.00 	0.0168 
3.10 	0.0132 
3.20 	0.0100 
3.30 	0.0076 
3.40 	0.0059 
3.50 	0.0047 
3.60 	0.0037 
3.70 	0.0024 
3.80 	0.0020 
3.90 	0.0013 
4.00 	0.0010 
4.10 	0.0007 
4.20 	0.0005 
4.30 	0.0004 
4.40 	0.0003 
4.50 	0.0002 
4.60 	0.0001 
4.70 	0.0001 
4.80 	0.0000 
4.90 	0.0000 
5.00 	0.0000 
