13.00 	1.0000 
13.10 	0.9999 
13.20 	0.9999 
13.30 	0.9998 
13.40 	0.9997 
13.50 	0.9995 
13.60 	0.9995 
13.70 	0.9993 
13.80 	0.9993 
13.90 	0.9991 
14.00 	0.9990 
14.10 	0.9987 
14.20 	0.9981 
14.30 	0.9976 
14.40 	0.9963 
14.50 	0.9943 
14.60 	0.9913 
14.70 	0.9871 
14.80 	0.9812 
14.90 	0.9739 
15.00 	0.9645 
15.10 	0.9542 
15.20 	0.9403 
15.30 	0.9219 
15.40 	0.8923 
15.50 	0.8681 
15.60 	0.8381 
15.70 	0.8062 
15.80 	0.7711 
15.90 	0.7342 
16.00 	0.6928 
16.10 	0.6478 
16.20 	0.6017 
16.30 	0.5567 
16.40 	0.5078 
16.50 	0.4623 
16.60 	0.4156 
16.70 	0.3708 
16.80 	0.3279 
16.90 	0.2881 
17.00 	0.2530 
17.10 	0.2171 
17.20 	0.1891 
17.30 	0.1596 
17.40 	0.1347 
17.50 	0.1137 
17.60 	0.0945 
17.70 	0.0806 
17.80 	0.0668 
17.90 	0.0556 
18.00 	0.0460 
18.10 	0.0371 
18.20 	0.0303 
18.30 	0.0250 
18.40 	0.0208 
18.50 	0.0164 
18.60 	0.0139 
18.70 	0.0105 
18.80 	0.0083 
18.90 	0.0066 
19.00 	0.0056 
19.10 	0.0041 
19.20 	0.0034 
19.30 	0.0029 
19.40 	0.0022 
19.50 	0.0019 
19.60 	0.0015 
19.70 	0.0012 
19.80 	0.0010 
19.90 	0.0008 
20.00 	0.0007 
