3.00 	1.0000 
3.10 	0.9999 
3.20 	0.9998 
3.30 	0.9997 
3.40 	0.9996 
3.50 	0.9995 
3.60 	0.9994 
3.70 	0.9993 
3.80 	0.9993 
3.90 	0.9990 
4.00 	0.9993 
4.10 	0.9988 
4.20 	0.9983 
4.30 	0.9975 
4.40 	0.9959 
4.50 	0.9937 
4.60 	0.9903 
4.70 	0.9843 
4.80 	0.9777 
4.90 	0.9691 
5.00 	0.9574 
5.10 	0.9423 
5.20 	0.9222 
5.30 	0.9019 
5.40 	0.8755 
5.50 	0.8458 
5.60 	0.8123 
5.70 	0.7740 
5.80 	0.7322 
5.90 	0.6903 
6.00 	0.6439 
6.10 	0.5955 
6.20 	0.5455 
6.30 	0.5001 
6.40 	0.4494 
6.50 	0.4028 
6.60 	0.3596 
6.70 	0.3154 
6.80 	0.2744 
6.90 	0.2405 
7.00 	0.2068 
7.10 	0.1763 
7.20 	0.1511 
7.30 	0.1269 
7.40 	0.1079 
7.50 	0.0913 
7.60 	0.0757 
7.70 	0.0637 
7.80 	0.0533 
7.90 	0.0438 
8.00 	0.0367 
8.10 	0.0285 
8.20 	0.0228 
8.30 	0.0186 
8.40 	0.0149 
8.50 	0.0117 
8.60 	0.0092 
8.70 	0.0073 
8.80 	0.0059 
8.90 	0.0047 
9.00 	0.0039 
9.10 	0.0030 
9.20 	0.0022 
9.30 	0.0018 
9.40 	0.0014 
9.50 	0.0012 
9.60 	0.0010 
9.70 	0.0008 
9.80 	0.0007 
9.90 	0.0005 
10.00 	0.0004 
10.10 	0.0002 
10.20 	0.0001 
10.30 	0.0001 
10.40 	0.0000 
10.50 	0.0000 
10.60 	0.0000 
10.70 	0.0000 
10.80 	0.0000 
