13.00 	1.0000 
13.10 	1.0000 
13.20 	1.0000 
13.30 	1.0000 
13.40 	1.0000 
13.50 	1.0000 
13.60 	1.0000 
13.70 	1.0000 
13.80 	1.0000 
13.90 	1.0000 
14.00 	1.0000 
14.10 	1.0000 
14.20 	1.0000 
14.30 	0.9999 
14.40 	0.9995 
14.50 	0.9988 
14.60 	0.9968 
14.70 	0.9923 
14.80 	0.9839 
14.90 	0.9686 
15.00 	0.9464 
15.10 	0.9169 
15.20 	0.8769 
15.30 	0.8269 
15.40 	0.7704 
15.50 	0.7075 
15.60 	0.6386 
15.70 	0.5718 
15.80 	0.5058 
15.90 	0.4385 
16.00 	0.3790 
16.10 	0.3230 
16.20 	0.2807 
16.30 	0.2361 
16.40 	0.1935 
16.50 	0.1623 
16.60 	0.1387 
16.70 	0.1164 
16.80 	0.0934 
16.90 	0.0766 
17.00 	0.0610 
17.10 	0.0478 
17.20 	0.0395 
17.30 	0.0322 
17.40 	0.0258 
17.50 	0.0211 
17.60 	0.0145 
17.70 	0.0113 
17.80 	0.0088 
17.90 	0.0072 
18.00 	0.0057 
18.10 	0.0044 
18.20 	0.0037 
18.30 	0.0024 
18.40 	0.0020 
18.50 	0.0017 
18.60 	0.0014 
18.70 	0.0010 
18.80 	0.0008 
18.90 	0.0006 
19.00 	0.0004 
19.10 	0.0003 
19.20 	0.0002 
