-2.00 	1.0000 
-1.90 	1.0000 
-1.80 	1.0000 
-1.70 	1.0000 
-1.60 	1.0000 
-1.50 	1.0000 
-1.40 	1.0000 
-1.30 	1.0000 
-1.20 	1.0000 
-1.10 	0.9999 
-1.00 	0.9995 
-0.90 	0.9981 
-0.80 	0.9945 
-0.70 	0.9806 
-0.60 	0.9560 
-0.50 	0.9194 
-0.40 	0.8646 
-0.30 	0.7944 
-0.20 	0.7122 
-0.10 	0.6175 
0.00 	0.5290 
0.10 	0.4358 
0.20 	0.3545 
0.30 	0.2850 
0.40 	0.2241 
0.50 	0.1765 
0.60 	0.1350 
0.70 	0.1039 
0.80 	0.0765 
0.90 	0.0570 
1.00 	0.0427 
1.10 	0.0316 
1.20 	0.0226 
1.30 	0.0160 
1.40 	0.0118 
1.50 	0.0086 
1.60 	0.0059 
1.70 	0.0039 
1.80 	0.0028 
1.90 	0.0022 
2.00 	0.0014 
2.10 	0.0011 
2.20 	0.0006 
2.30 	0.0004 
2.40 	0.0002 
2.50 	0.0001 
