-5.00 	1.0000 
-4.90 	0.9999 
-4.80 	0.9997 
-4.70 	0.9996 
-4.60 	0.9995 
-4.50 	0.9994 
-4.40 	0.9993 
-4.30 	0.9993 
-4.20 	0.9995 
-4.10 	0.9995 
-4.00 	0.9994 
-3.90 	0.9995 
-3.80 	0.9989 
-3.70 	0.9981 
-3.60 	0.9971 
-3.50 	0.9953 
-3.40 	0.9928 
-3.30 	0.9883 
-3.20 	0.9821 
-3.10 	0.9728 
-3.00 	0.9610 
-2.90 	0.9454 
-2.80 	0.9280 
-2.70 	0.9053 
-2.60 	0.8764 
-2.50 	0.8443 
-2.40 	0.8087 
-2.30 	0.7665 
-2.20 	0.7191 
-2.10 	0.6725 
-2.00 	0.6223 
-1.90 	0.5675 
-1.80 	0.5161 
-1.70 	0.4613 
-1.60 	0.4095 
-1.50 	0.3575 
-1.40 	0.3104 
-1.30 	0.2665 
-1.20 	0.2263 
-1.10 	0.1914 
-1.00 	0.1596 
-0.90 	0.1294 
-0.80 	0.1071 
-0.70 	0.0871 
-0.60 	0.0714 
-0.50 	0.0567 
-0.40 	0.0459 
-0.30 	0.0373 
-0.20 	0.0289 
-0.10 	0.0229 
0.00 	0.0176 
0.10 	0.0138 
0.20 	0.0109 
0.30 	0.0084 
0.40 	0.0065 
0.50 	0.0050 
0.60 	0.0035 
0.70 	0.0026 
0.80 	0.0018 
0.90 	0.0016 
1.00 	0.0010 
1.10 	0.0010 
1.20 	0.0008 
1.30 	0.0006 
1.40 	0.0005 
1.50 	0.0004 
1.60 	0.0003 
1.70 	0.0002 
1.80 	0.0001 
1.90 	0.0001 
2.00 	0.0001 
