-2.00 	1.0000 
-1.90 	1.0000 
-1.80 	1.0000 
-1.70 	0.9998 
-1.60 	0.9965 
-1.50 	0.9785 
-1.40 	0.9740 
-1.30 	0.9069 
-1.20 	0.7540 
-1.10 	0.5747 
-1.00 	0.3726 
-0.90 	0.1937 
-0.80 	0.0982 
-0.70 	0.0400 
-0.60 	0.0174 
-0.50 	0.0086 
-0.40 	0.0018 
-0.30 	0.0018 
-0.20 	0.0010 
-0.10 	0.0007 
0.00 	0.0004 
