16.00 	1.0000 
16.10 	1.0000 
16.20 	1.0000 
16.30 	1.0000 
16.40 	1.0000 
16.50 	1.0000 
16.60 	1.0000 
16.70 	1.0000 
16.80 	1.0000 
16.90 	1.0000 
17.00 	1.0000 
17.10 	1.0000 
17.20 	1.0000 
17.30 	0.9997 
17.40 	0.9992 
17.50 	0.9971 
17.60 	0.9924 
17.70 	0.9822 
17.80 	0.9621 
17.90 	0.9336 
18.00 	0.8921 
18.10 	0.8366 
18.20 	0.7723 
18.30 	0.7028 
18.40 	0.6254 
18.50 	0.5469 
18.60 	0.4736 
18.70 	0.4058 
18.80 	0.3432 
18.90 	0.2835 
19.00 	0.2354 
19.10 	0.1926 
19.20 	0.1559 
19.30 	0.1257 
19.40 	0.1029 
19.50 	0.0824 
19.60 	0.0649 
19.70 	0.0515 
19.80 	0.0401 
19.90 	0.0324 
20.00 	0.0253 
20.10 	0.0194 
20.20 	0.0152 
20.30 	0.0118 
20.40 	0.0087 
20.50 	0.0067 
20.60 	0.0044 
20.70 	0.0032 
20.80 	0.0030 
20.90 	0.0022 
21.00 	0.0017 
21.10 	0.0013 
21.20 	0.0009 
21.30 	0.0007 
21.40 	0.0005 
21.50 	0.0003 
21.60 	0.0002 
21.70 	0.0002 
